	target_text
26118	What does the word quantized mean
26119	What is the conditional probability of dependent events
26120	What is sensitivity techniques
26121	What are neural networks in artificial intelligence
26122	What applications should neural networks be used for
26123	What is artificial neural network used for
26124	What does uniform distribution look like
26125	How do you estimate the sample distribution
26126	What does output mean
26127	What does output level mean
26128	What is target variable in data mining
26129	What are data mining classes
26130	What is Target column
26131	What is the value of lambda 1
26132	What does Lambda mean in cars
26133	What is the lambda value
26134	What are normal O2 sensor readings
26135	What is the normal curve and why do we call it normal
26136	How do box plots compare GCSE
26137	What is the spread of a box plot
26138	How do you describe the distribution of a box plot
26139	Which describes the spread of the data in the two box plots
26140	What does the width of a box plot mean
26141	How do you tell if data is skewed left or right box plot
26142	How can you tell from a Boxplot if the distribution is skewed right quizlet
26143	When a distribution is skewed to the right
26144	What does a left skewed box plot mean
26145	What does skewness of a box plot show
26146	What does it mean if a Boxplot is positively skewed
26147	When data is skewed to the left the mean is
26148	Why is the efficient frontier curve
26149	How do you construct an efficient frontier
26150	How do you find the area to the right of the Z score
26151	How do you find the area to the left of Z
26152	What is the area to the right of Z 0
26153	How can you use technology to find the probability of AZ score
26154	How do you find the area between z scores
26155	How do you find the Z score using technology
26156	How do you find the z score of a data point
26157	What is the purpose of descriptive statistics quizlet
